pmid,authors
12590566,"['Raymo, Françisco M', 'Alvarado, Robert J', 'Giordani, Silvia', 'Cejas, Mabel A']"
27730389,"['Zeadally, Sherali', 'Isaac, Jesús Téllez', 'Baig, Zubair']"
35602114,"['Hunke, Fabian', 'Heinz, Daniel', 'Satzger, Gerhard']"
35224480,"['Leikas, Jaana', 'Johri, Aditya', 'Latvanen, Marko', 'Wessberg, Nina', 'Hahto, Antti']"
34849173,"['Priya, Bhanu', 'Malhotra, Jyoteesh']"
34246024,"['Bevens, W', 'Gray, K', 'Neate, S L', 'Nag, N', 'Weiland, T J', 'Jelinek, G A', 'Simpson-Yap, S']"
24554630,"['Hermann, Eduard', 'Bleicken, Stephanie', 'Subburaj, Yamunadevi', 'García-Sáez, Ana J']"
15182112,"['Maver, Jerica', 'Strucl, Martin', 'Accetto, Rok']"
32751864,"['Roshan, Emitis', 'Funt, Brian']"
27625783,"['Makaram, Navnit', 'Chaudhry, Iskander H', 'Srinivasan, Makaram S']"
22736688,"['Fraz, Muhammad Moazam', 'Remagnino, Paolo', 'Hoppe, Andreas', 'Uyyanonvara, Bunyarit', 'Rudnicka, Alicja R', 'Owen, Christopher G', 'Barman, Sarah A']"
19733146,"['Wu, Hui-Chung', 'Yen, Chien-Chang', 'Tsui, Wen-Huei', 'Chen, Han-Min']"
31835159,"['Manias, Elizabeth', 'Bucknall, Tracey', 'Wickramasinghe, Nilmini', 'Gray, Kathleen', 'Schaffer, Jonathan', 'Rosenfeld, Ellie']"
32836427,"['Nóvoa, António', 'Alvim, Yara']"
32386145,"['Shafiei, Sobhan', 'Safarpoor, Amir', 'Jamalizadeh, Ahad', 'Tizhoosh, H R']"
19162603,"['Yang, Chi-Shih', 'Lee, Ming-Yih']"
11573621,"['Linton, N W', 'Linton, R A']"
8529054,"['Sénard, J M', 'Verwaerde, P', 'Rascol, O', 'Montastruc, J L']"
31963912,"['Meng, Juan', 'Ren, Mingrong', 'Wang, Pu', 'Zhang, Jitong', 'Mou, Yuman']"
29059942,"['Veena, Divya K', 'Jatti, Anand', 'Joshi, Revan', 'Deepu, Krishna S']"
23210057,"['Hwang, Jong-Uk', 'Kwon, Ki-Young', 'Hur, Jin-Woo', 'Lee, Jong-Won', 'Lee, Hyun-Koo']"
21807026,"['Cong, Fengyu', 'Leppänen, Paavo H T', 'Astikainen, Piia', 'Hämäläinen, Jarmo', 'Hietanen, Jari K', 'Ristaniemi, Tapani']"
18774494,"['Hossain, Deloar', 'Meiers, Isabelle', 'Qian, Junqi', 'MacLennan, Gregory T', 'Bostwick, David G']"
11841097,"['Smith, R F', 'Stanton, K', 'Stoop, D', 'Brown, D', 'King, P H']"
35350644,"['Darvishi, Naser', 'Alavi, Seyed Mehdi', 'Hijazi, May']"
33360116,"['Almalki, Manal', 'Jamal, Amr', 'Househ, Mowafa', 'Alhefzi, Mohammed']"
30373259,"['Jaros, Rene', 'Martinek, Radek', 'Kahankova, Radana']"
32911861,"['Yilmaz, Gürkan', 'Rapin, Michaël', 'Pessoa, Diogo', 'Rocha, Bruno M', 'de Sousa, Antonio Moreira', 'Rusconi, Roberto', 'Carvalho, Paulo', 'Wacker, Josias', 'Paiva, Rui Pedro', 'Chételat, Olivier']"
34950955,"['Hariyama, Takahiko', 'Takaku, Yasuharu', 'Kawasaki, Hideya', 'Shimomura, Masatsugu', 'Senoh, Chiyo', 'Yamahama, Yumi', 'Hozumi, Atsushi', 'Ito, Satoru', 'Matsuda, Naoto', 'Yamada, Satoshi', 'Itoh, Toshiya', 'Haseyama, Miki', 'Ogawa, Takahiro', 'Mori, Naoki', 'So, Shuhei', 'Mitsuno, Hidefumi', 'Ohara, Masahiro', 'Nomura, Shuhei', 'Hirasaka, Masao']"
33071050,"['Aulakh, G S', 'Duggal, S', 'Sutton, D']"
30741151,"['Snowdon, Anne W', 'Wright, Alexandra']"
32510518,"['Thies, Katie A', 'Steck, Sarah', 'Knoblaugh, Sue E', 'Sizemore, Steven T']"
31915936,"['Zhang, Pu', 'Wang, Li', 'Zeng, Jing', 'Tan, Juan', 'Long, Yunfei', 'Wang, Yi']"
28269870,"['Lee, Eva K', 'Liu, Yifan', 'Pietz, Ferdinand H']"
19625330,"['Dongquan Chen', 'Chen, Wei-Bang', 'Soong, Mayhue', 'Soong, Seng-Jaw', 'Orthner, Helmuth F']"
35114860,"['Hassoun, Abdo', 'Aït-Kaddour, Abderrahmane', 'Abu-Mahfouz, Adnan M', 'Rathod, Nikheel Bhojraj', 'Bader, Farah', 'Barba, Francisco J', 'Biancolillo, Alessandra', 'Cropotova, Janna', 'Galanakis, Charis M', 'Jambrak, Anet Režek', 'Lorenzo, José M', 'Måge, Ingrid', 'Ozogul, Fatih', 'Regenstein, Joe']"
31766276,"['Khawaja, Ahsan', 'Khan, Tariq M', 'Khan, Mohammad A U', 'Nawaz, Syed Junaid']"
33301940,"['Majka, Piotr', 'Bednarek, Sylwia', 'Chan, Jonathan M', 'Jermakow, Natalia', 'Liu, Cirong', 'Saworska, Gabriela', 'Worthy, Katrina H', 'Silva, Afonso C', 'Wójcik, Daniel K', 'Rosa, Marcello G P']"
33114600,"['Isokpehi, Raphael D', 'Johnson, Chomel P', 'Tucker, Ashley N', 'Guatam, Aakirti', 'Brooks, Taylor J', 'Johnson, Matilda O', 'Cozart, Thometta', 'Wathington, Deanna J']"
34904956,"['Schwarz, Julian', 'Bärkås, Annika', 'Blease, Charlotte', 'Collins, Lorna', 'Hägglund, Maria', 'Markham, Sarah', 'Hochwarter, Stefan']"
31593370,"['Scalbert, Marin', 'Couzinie-Devy, Florent', 'Fezzani, Riadh']"
29579727,"['Rodríguez-Rodríguez, David', 'Martínez-Vega, Javier']"
26461912,"['Angel, Brad M', 'Vallotton, Pascal', 'Apte, Simon C']"
16344144,"['Bjaalie, J G', 'Leergaard, T B', 'Lillehaug, S', 'Odeh, F', 'Moene, I A', 'Kjode, J O', 'Darin, D']"
31181672,"['Achtsnicht, Stefan', 'Pourshahidi, Ali Mohammad', 'Offenhäusser, Andreas', 'Krause, Hans-Joachim']"
27773520,"['Krishnan, Anita', 'Pike, Jodi I', 'McCarter, Robert', 'Fulgium, Amanda L', 'Wilson, Emmanuel', 'Donofrio, Mary T', 'Sable, Craig A']"
31297074,"['Terrenghi, Ilaria', 'Diana, Barbara', 'Zurloni, Valentino', 'Rivoltella, Pier Cesare', 'Elia, Massimiliano', 'Castañer, Marta', 'Camerino, Oleguer', 'Anguera, M Teresa']"
11555036,"['Chan, H']"
9409670,"['Knezevic, V', 'De Santo, R', 'Schughart, K', 'Huffstadt, U', 'Chiang, C', 'Mahon, K A', 'Mackem, S']"
35634270,"['Washington, Peter', 'Chrisman, Brianna', 'Leblanc, Emilie', 'Dunlap, Kaitlyn', 'Kline, Aaron', 'Mutlu, Cezmi', 'Stockham, Nate', 'Paskov, Kelley', 'Wall, Dennis Paul']"
3710861,"['Okunieff, P G', 'Koutcher, J A', 'Gerweck, L', 'McFarland, E', 'Hitzig, B', 'Urano, M', 'Brady, T', 'Neuringer, L', 'Suit, H D']"
1358519,"['Schütt, A', 'Başar, E', 'Bullock, T H']"
18003423,"['Zhang, Y T', 'Yan, Y S', 'Poon, C C Y']"
28815460,"['Martín-Ruíz, María Luisa', 'Fernández-Aller, Celia', 'Portillo, Eloy', 'Malagón, Javier', 'Del Barrio, Cristina']"
33919623,"['Sun, Lilei', 'Sun, Huijie', 'Wang, Junqian', 'Wu, Shuai', 'Zhao, Yong', 'Xu, Yong']"
30651950,"['Toledo Peral, Cinthya Lourdes', 'Ramos Becerril, Francisco José', 'Vega Martínez, Gabriel', 'Vera Hernández, Arturo', 'Leija Salas, Lorenzo', 'Gutiérrez Martínez, Josefina']"
27119325,"['Dorsey, E Ray', 'Yvonne Chan, Yu-Feng', 'McConnell, Michael V', 'Shaw, Stanley Y', 'Trister, Andrew D', 'Friend, Stephen H']"
19263417,"['Ferrari-Toninelli, Giulia', 'Bonini, Sara Anna', 'Uberti, Daniela', 'Napolitano, Francesco', 'Stante, Maria', 'Santoro, Federica', 'Minopoli, Giuseppina', 'Zambrano, Nicola', 'Russo, Tommaso', 'Memo, Maurizio']"
14606674,"['Tomazevic, Dejan', 'Likar, Bostjan', 'Slivnik, Tomaz', 'Pernus, Franjo']"
33266953,"['Xu, Zhuofei', 'Shi, Yuxia', 'Zhao, Qinghai', 'Li, Wei', 'Liu, Kai']"
33671163,"['Kanavakis, Georgios', 'Silvola, Anna-Sofia', 'Halazonetis, Demetrios', 'Lähdesmäki, Raija', 'Pirttiniemi, Pertti']"
17097307,"['Holzgrefe, Henry H', 'Cavero, Icilio', 'Buchanan, Lewis V', 'Gill, Michael W', 'Durham, Stephen K']"
34693478,"['Garcovich, Daniele', 'Albert Gasco, Laura', 'Alvarado Lorenzo, Alfonso', 'Aiuto, Riccardo', 'Adobes Martin, Milagros']"
32034548,"['Huang, Xiao-Qiong', 'Hong, Nan-Rui', 'Zou, Lei-Yan', 'Wu, Shu-Yi', 'Li, Yan']"
16245505,"['Fritzsche, Dirk', 'Eitz, Thomas', 'Minami, Kazutomo', 'Reber, Delewar', 'Laczkovics, Axel', 'Mehlhorn, Uwe', 'Horstkotte, Dieter', 'Körfer, Reiner']"
33941721,"['Casale, Paul N', 'Vyavahare, Medha', 'Coyne, Shauna', 'Kronish, Ian', 'Greenwald, Peter', 'Ye, Siqin', 'Deland, Emme', 'Fleischut, Peter M']"
19252750,"['Wu, Jennifer D', 'Lin, Daniel W', 'Page, Stephanie T', 'Lundgren, Ashley D', 'True, Lawrence D', 'Plymate, Stephen R']"
19678938,"['Abreu, Joana R F', 'de Launay, Daphne', 'Sanders, Marjolein E', 'Grabiec, Aleksander M', 'van de Sande, Marleen G', 'Tak, Paul P', 'Reedquist, Kris A']"
35147257,"['Zhou, Aiwu', 'Xu, Changyu', 'Kanitthamniyom, Pojchanun', 'Ng, Chelsea Shan Xian', 'Lim, Gerard Joseph', 'Lew, Wen Siang', 'Vasoo, Shawn', 'Zhang, Xiaosheng', 'Lum, Guo Zhan', 'Zhang, Yi']"
33283627,"['Portela de Oliveira, Eduardo', 'Chakraborty, Santanu', 'Patel, Mihilkumar', 'Finitsis, Stefanos', 'Iancu, Daniela']"
32605178,"['Mrabet, Hichem', 'Belguith, Sana', 'Alhomoud, Adeeb', 'Jemai, Abderrazak']"
33473228,"['Chen, Tian', 'Pauly, Mark', 'Reis, Pedro M']"
25313026,"['Huang, Chang-Chiun', 'Leu, Yi-Shing', 'Kuo, Chung-Feng Jeffrey', 'Chu, Wen-Lin', 'Chu, Yueng-Hsiang', 'Wu, Han-Cheng']"
1533096,"['Yelamarty, R V', 'Moore, R L', 'Yu, F T', 'Elensky, M', 'Semanchick, A M', 'Cheung, J Y']"
32107960,"['Zhou, Nicolas', 'Corsini, Erin M', 'Jin, Shida', 'Barbosa, Gregory R', 'Kell, Trey', 'Antonoff, Michael H', 'Antonoff, Mara B']"
33934362,"['Backholer, Kathryn', 'Baum, Fran', 'Finlay, Summer M', 'Friel, Sharon', 'Giles-Corti, Billie', 'Jones, Alexandra', 'Patrick, Rebecca', 'Shill, Jane', 'Townsend, Belinda', 'Armstrong, Fiona', 'Baker, Phil', 'Bowen, Kathryn', 'Browne, Jennifer', 'Büsst, Cara', 'Butt, Andrew', 'Canuto, Karla', 'Canuto, Kootsy', 'Capon, Anthony', 'Corben, Kirstan', 'Daube, Mike', 'Goldfeld, Sharon', 'Grenfell, Robert', 'Gunn, Lucy', 'Harris, Patrick', 'Horton, Kellie', 'Keane, Lewis', 'Lacy-Nichols, Jennifer', 'Lo, Selina N', 'Lovett, Raymond W', 'Lowe, Melanie', 'Martin, Jane E', 'Neal, Nadia', 'Peeters, Anna', 'Pettman, Tahna', 'Thoms, Aileen', 'Thow, Anne Marie T', 'Timperio, Anna', 'Williams, Carmel', 'Wright, Annemarie', 'Zapata-Diomedi, Belen', 'Demaio, Sandro']"
33758573,"['Ngo, Vuong M', 'Helmer, Sven', 'Le-Khac, Nhien-An', 'Kechadi, M-Tahar']"
28905996,"['García-Mesa, Y', 'García-Piqueras, J', 'García, B', 'Feito, J', 'Cabo, R', 'Cobo, J', 'Vega, J A', 'García-Suárez, O']"
34905350,"['Feng, Xing', 'Wu, Tianhong', 'Sun, Xiaolong', 'Qian, Xuhong']"
28494098,"['Navarta-Sánchez, M Victoria', 'Caparrós, Neus', 'Riverol Fernández, Mario', 'Díaz De Cerio Ayesa, Sara', 'Ursúa Sesma, M Eugenia', 'Portillo, Mari Carmen']"
23184277,"['Grimm, Martin', 'Alexander, Dorothea', 'Munz, Adelheid', 'Hoffmann, Juergen', 'Reinert, Siegmar']"
17822009,"['Munbodh, Reshma', 'Chen, Zhe', 'Jaffray, David A', 'Moseley, Douglas J', 'Knisely, Jonathan P S', 'Duncan, James S']"
34254355,"['Qin, Chen', 'Duan, Jinming', 'Hammernik, Kerstin', 'Schlemper, Jo', 'Küstner, Thomas', 'Botnar, René', 'Prieto, Claudia', 'Price, Anthony N', 'Hajnal, Joseph V', 'Rueckert, Daniel']"
20562041,"['Saha, Punam K', 'Xu, Yan', 'Duan, Hong', 'Heiner, Anneliese', 'Liang, Guoyuan']"
35240931,"['Kwasnicka, Dominika', 'Keller, Jan', 'Perski, Olga', 'Potthoff, Sebastian', 'Ten Hoor, Gill A', 'Ainsworth, Ben', 'Crutzen, Rik', 'Dohle, Simone', 'van Dongen, Anne', 'Heino, Matti', 'Henrich, Julia F', 'Knox, Liam', 'König, Laura M', 'Maltinsky, Wendy', 'McCallum, Claire', 'Nalukwago, Judith', 'Neter, Efrat', 'Nurmi, Johanna', 'Spitschan, Manuel', 'Van Beurden, Samantha B', 'Van der Laan, L Nynke', 'Wunsch, Kathrin', 'Levink, Jasper J J', 'Sanderman, Robbert']"
34960345,"['Felipe, Jose Luis', 'Garcia-Unanue, Jorge', 'Gallardo, Leonor', 'Sanchez-Sanchez, Javier']"
34903905,"['Alwafi, Enas']"
29630254,"['Recio-Boiles, Alejandro', 'Kashyap, Sarang', 'Tsoris, Andrea', 'Babiker, Hani M']"
27928558,"['Battisti, A', 'Minei, P', 'Pucci, A', 'Bizzarri, R']"
27190977,"['Gray, Kathleen']"
16312098,"['Holt, C A', 'Evans, S L', 'Dillon, D', 'Ahuja, S']"
15087570,"['Hörschgen, J', 'Wisser, W', 'Berger, R', 'Lotzmann, U']"
2934393,"['Brown, T D', 'Gabel, R H', 'Pedersen, D R', 'Bell, L D', 'Blair, W F']"
35034998,"['Camilleri, Mark Anthony', 'Camilleri, Adriana Caterina']"
33612537,"['Pingli, Duan', 'Muthu, Bala Anand', 'Kadry, Seifedine Nimer']"
31438130,"['Marc, David', 'Butler-Henderson, Kerryn', 'Dua, Prerna', 'Lalani, Karima', 'Fenton, Susan H']"
21535465,"['Bever, Gabe S', 'Gauthier, Jacques A', 'Wagner, Günter P']"
20864284,"['Pascual, Thomas N B', 'Chhem, Rethy', 'Wang, Shih-Chang', 'Vujnovic, Sasa']"
20838902,"['Au, Sam H', 'Shih, Steve C C', 'Wheeler, Aaron R']"
22948720,"['Sharma, Shamurailatpam Dayananda', 'Dongre, Prabhakar', 'Mhatre, Vaibhav', 'Heigrujam, Malhotra']"
33286318,"['Hoang, Thang Manh', 'Assad, Safwan El']"
28744087,"['Kharat, Amit T', 'Singhal, Shubham']"
16922168,"['Baudet, M', 'Hericotte, P', 'Daugareil, C']"
35462771,"['Chandran, Rejani', 'Singh, Achal', 'Singh, Rajeev K', 'Mandal, Sangeeta', 'Ganesan, Kantharajan', 'Sah, Priyanka', 'Paul, Pradipta', 'Pathak, Abhinav', 'Dutta, Nimisha', 'Sah, Ramashankar', 'Lal, Kuldeep K', 'Mohindra, Vindhya']"
21055756,"['Zhang, Jiangyue', 'Yoganandan, Narayan', 'Pintar, Frank A', 'Guan, Yabo', 'Shender, Barry', 'Paskoff, Glenn', 'Laud, Purushottam']"
20180582,"['Kahr, Bart', 'Freudenthal, John', 'Gunn, Erica']"
16163701,"['Vereb, György', 'Feuerstein, Burt G', 'Hyun, William C', 'Fulwyler, Mack J', 'Balázs, Margit', 'Szöllosi, János']"
11542497,"['Drury, H A', 'Van Essen, D C']"
27908170,"['Timmermand, Oskar V', 'Nilsson, Jenny', 'Strand, Sven-Erik', 'Elgqvist, Jörgen']"
32903195,"['Garcia-Huidobro, Diego', 'Rivera, Solange', 'Valderrama Chang, Sebastián', 'Bravo, Paula', 'Capurro, Daniel']"
34388736,"['Khan, Kaleem Nawaz', 'Khan, Faiq Ahmad', 'Abid, Anam', 'Olmez, Tamer', 'Dokur, Zumray', 'Khandakar, Amith', 'Chowdhury, Muhammad E H', 'Khan, Muhammad Salman']"
31743351,"['Oh, HyungSeon']"
24039297,"['Baldwin, Carole C']"
22480222,"['Carter, Alexis B']"
21081576,"['Kotre, C J']"
14977221,"['Douglas, T S', 'Vaughan, C L', 'Wynne, S M']"
7295174,"['Kiessling, J', 'Althaus, V']"
35589250,"['Szabo, Gyongyi', 'Thursz, Mark', 'Shah, Vijay H']"
35171425,"[""D'Adamo, Idiano"", 'Lupi, Gianluca', 'Morone, Piergiuseppe', 'Settembre-Blundo, Davide']"
29477420,"['Samant, Piyush', 'Agarwal, Ravinder']"
27300489,"['Biswas, Saheli', 'Pomeau, Yves', 'Chaudhury, Manoj K']"
12568137,"['Wellnhofer, E', 'Combé, V', 'Oswald, H', 'Fleck, E']"
33421664,"['Tacchino, Chiara', 'Impagliazzo, Martina', 'Maggi, Erika', 'Bertamino, Marta', 'Blanchi, Isa', 'Campone, Francesca', 'Durand, Paola', 'Fato, Marco', 'Giannoni, Psiche', 'Iandolo, Riccardo', 'Izzo, Massimiliano', 'Morasso, Pietro', 'Moretti, Paolo', 'Ramenghi, Luca', 'Shima, Keisuke', 'Shimatani, Koji', 'Tsuji, Toshio', 'Uccella, Sara', 'Zanardi, Nicolò', 'Casadio, Maura']"
35612784,"['Mansour, Ali', 'Fuhrman, Jordan D', 'Goldenberg, Fernando D', 'Giger, Maryellen L']"
34814282,"['Zhuang, Ziyou']"
32754518,"['Iqbal, Javed', 'Patil, Ranjitkumar', 'Khanna, Vikram', 'Tripathi, Anurag', 'Singh, Vandana', 'Munshi, M A I', 'Tiwari, Rahul']"
24729921,"['Huh, Sun']"
16287184,"['Trifunović, Dragana', 'Radović, Milan', 'Ristić, Zoran', 'Guzvić, Miodrag', 'Dimitrijević, Bogomir']"
9773891,"['Shapiro, H M', 'Perlmutter, N G', 'Stein, P G']"
35643858,"['Lyu, Chao', 'Zhang, He-Xu', 'Liu, Shuang', 'Guo, Yi']"
35634106,"['Zakari, Nazik', 'Al-Razgan, Muna', 'Alsaadi, Amani', 'Alshareef, Haya', 'Al Saigh, Heba', 'Alashaikh, Lamia', 'Alharbi, Mala', 'Alomar, Rana', 'Alotaibi, Seham']"
34813251,"['Ciancaglini, Agustín', 'Nuñez, Joia', 'Jaitt, Marisa', 'Otero, Paula', 'Goldfarb, Guillermo']"
19163943,"['Troglio, G', 'Benediktsson, J A', 'Serpico, S B', 'Moser, G', 'Karlsson, R A', 'Halldorsson, G H', 'Stefansson, E']"
33586051,"['Cinderby, Steve', 'de Bruin, Annemarieke', 'Cambridge, Howard', 'Muhoza, Cassilde', 'Ngabirano, Amanda']"
34723100,"['Abusaada, Hisham', 'Elshater, Abeer']"
32549034,"['Duarte, Marisa Elena', 'Vigil-Hayes, Morgan', 'Littletree, Sandra', 'Belarde-Lewis, Miranda']"
28059121,"['Patel, Ketan', 'Blair, Victoria', 'Douglas, Justin', 'Dai, Qilin', 'Liu, Yaohua', 'Ren, Shenqiang', 'Brennan, Raymond']"
20621026,"['Lackmann, J', 'Regenspurger, R', 'Maxisch, M', 'Grundmeier, G', 'Maier, H J']"
35502161,"['Ozyurt, Ozcan', 'Ayaz, Ahmet']"
29063538,"['Fenton, S H', 'Low, S', 'Abrams, K J', 'Butler-Henderson, K']"
26964234,"['Liu, Ya-dong', 'Cui, Ri-xian']"
35305567,"['Safdari, Reza', 'Yu, Ping', 'Khenarinezhad, Sahar', 'Ghazanfari Savadkoohi, Ehsan', 'Javanmard, Zohreh', 'Yousefi, Ala', 'Barzegari, Saeed']"
35139920,"['Brown, Sherry-Ann', 'Beavers, Craig', 'Martinez, Hugo R', 'Marshall, Catherine H', 'Olaye, Iredia M', 'Guha, Avirup', 'Cho, David', 'Bailey, Alison', 'Bergom, Carmen', 'Bansal, Neha', 'Bauer, Brenton', 'Cheng, Richard K']"
34503489,"['Bradford, Natalie', 'Condon, Paula', 'Pitt, Erin', 'Tyack, Zephanie', 'Alexander, Kimberly']"
35331189,"['Canfell, Oliver J', 'Davidson, Kamila', 'Sullivan, Clair', 'Eakin, Elizabeth', 'Burton-Jones, Andrew']"
33132406,"['Wang, Zhigang', 'Tam, Wai Cheong', 'Chen, Jian', 'Lee, Ki Yong', 'Hamins, Anthony']"
27911038,"['Arena, Ellen T', 'Rueden, Curtis T', 'Hiner, Mark C', 'Wang, Shulei', 'Yuan, Ming', 'Eliceiri, Kevin W']"
6466440,"['Eberly, L B', 'Pinsker, H M']"
29876427,"['Yaghouby, Farid', 'Daluwatte, Chathuri', 'Marques, Nicole R', 'Khan, Muzna', 'Salter, Michael', 'Wolf, Jordan', 'Nelson, Christina', 'Salsbury, John', 'Enkhbaatar, Perenlei', 'Kinsky, Michael', 'Strauss, David G', 'Kramer, George C', 'Scully, Christopher G']"
28355298,"['Zarella, Mark D', 'Yeoh, Chan', 'Breen, David E', 'Garcia, Fernando U']"
23578719,"['Khoo, Benjamin C C', 'Brown, Keenan', 'Zhu, Kathy', 'Price, Roger I', 'Prince, Richard L']"
31553135,"['Feldman, Amy G', 'Atkinson, Katherine', 'Wilson, Kumanan', 'Kumar, Deepali']"
27174406,"['Park, Jin-Young', 'Jeong, Il-Do', 'Lee, Jae-Jun', 'Bae, So-Yeon', 'Kim, Ji-Hwan', 'Kim, Woong-Chul']"
30380459,"['Lutz, Norbert W', 'Bernard, Monique']"
28930977,"['Magnes, Jenny', 'Hastings, Harold M', 'Raley-Susman, Kathleen M', 'Alivisatos, Clara', 'Warner, Adam', 'Hulsey-Vincent, Miranda']"
22699801,"['Mangano, Francesco Guido', 'Cirotti, Bruno', 'Sammons, Rachel Lilian', 'Mangano, Carlo']"
32336940,"['Sharp, Ben R', 'Bowman, David M J S']"
19215975,"['Langhorst, S E', ""O'Donnell, J N R"", 'Skrtic, D']"
15498964,"['Randall, David C', 'Baldridge, Bobby R', 'Zimmerman, Ethan E', 'Carroll, Jonathan J', 'Speakman, Richard O', 'Brown, David R', 'Taylor, Robert F', 'Patwardhan, Abhijit', 'Burgess, Don E']"
16712994,"['Karakaş, Sirel', 'Arikan, Orhan', 'Cakmak, Emine D', 'Bekçi, Belma', 'Doğutepe, Elvin', 'Tüfekçi, Ilhan']"
35479633,"['Kitching, Michael', 'Inguva, Saikumar', 'Ramani, Meghana', 'Gao, Yina', 'Marsili, Enrico', 'Cahill, Paul']"
34243323,"['Yang, Kuojun', 'Pan, Zhixiang', 'Ye, Peng', 'Shi, Jiali', 'Zhao, Yu', 'Meng, Jie']"
33814956,"['Misirli, Ozge', 'Ergulec, Funda']"
31786393,"['Nadella, Mahith', 'Sharma, Ramesh', 'Chellam, Shankararaman']"
31775381,"['Wu, Jie', 'Shi, Xiaoyu', 'Wang, Zhidan', 'Song, Fei', 'Liu, Shouxin']"
30424043,"['Zhu, Xiaolu', 'Yang, Hao']"
24840019,"['Choi, Kihwan', 'Li, Ruijiang', 'Nam, Haewon', 'Xing, Lei']"
20831142,"['Tai, Kiyoshi', 'Park, Jae Hyun', 'Mishima, Katsuaki', 'Hotokezaka, Hitoshi']"
20082592,"['Hargreaves, John S']"
19697693,"['Sriraam, N', 'Roopa, J', 'Saranya, M', 'Dhanalakshmi, M']"
34358361,"['Idrees, Majdy', 'Farah, Camile S', 'Shearston, Kate', 'Kujan, Omar']"
33881620,"['Liu, Changlin', 'He, Wenbin', 'Chu, Jianning', 'Zhang, Jianguo', 'Chen, Xiao', 'Xiao, Junfeng', 'Xu, Jianfeng']"
33540009,"['Xenikakis, Iakovos', 'Tsongas, Konstantinos', 'Tzimtzimis, Emmanouil K', 'Zacharis, Constantinos K', 'Theodoroula, Nikoleta', 'Kalogianni, Eleni P', 'Demiri, Euterpi', 'Vizirianakis, Ioannis S', 'Tzetzis, Dimitrios', 'Fatouros, Dimitrios G']"
34692817,"['Shah, Malika', 'Rizzo, Sara', 'Percy-Smith, Barry', 'Monchuk, Leanne', 'Lorusso, Enrica', 'Tay, Chermaine', 'Day, Laurie']"
19641072,"['Ooka, Tadasuke', 'Terajima, Jun', 'Kusumoto, Masahiro', 'Iguchi, Atsushi', 'Kurokawa, Ken', 'Ogura, Yoshitoshi', 'Asadulghani, Md', 'Nakayama, Keisuke', 'Murase, Kazunori', 'Ohnishi, Makoto', 'Iyoda, Sunao', 'Watanabe, Haruo', 'Hayashi, Tetsuya']"
18808023,"['Gu, Zhu-Jun', 'Zeng, Zhi-Yuan', 'Shi, Xue-Zheng', 'Yu, Dong-Sheng', 'Zheng, Wei', 'Zhang, Zhen-Long', 'Hu, Zi-Fu']"
9749107,"['Lefkopoulos, D', 'Grandjean, P', 'Platoni, K']"
31715396,"['Hien, P D', 'Men, N T', 'Tan, P M', 'Hangartner, M']"
30011302,"['Borghi, John A', 'Van Gulick, Ana E']"
31982555,"['Trenfield, Sarah J', 'Tan, Hui Xian', 'Goyanes, Alvaro', 'Wilsdon, David', 'Rowland, Martin', 'Gaisford, Simon', 'Basit, Abdul W']"
34544668,"['Gavriilidis, Paschalis', 'Edwin, Bjørn', 'Pelanis, Egidijus', 'Hidalgo, Ernest', ""de'Angelis, Nicola"", 'Memeo, Riccardo', 'Aldrighetti, Luca', 'Sutcliffe, Robert P']"
16202444,"['Milbourne, Andrea', 'Park, Sun Young', 'Benedet, J Louis', 'Miller, Dianne', 'Ehlen, Thomas', 'Rhodes, Helen', 'Malpica, Anais', 'Matisic, Jasenka', 'Van Niekirk, Dirk', 'Atkinson, E Neely', 'Hadad, Natalie', 'Mackinnon, Nick', 'Macaulay, Calum', 'Richards-Kortum, Rebecca', 'Follen, Michele']"
34235700,"['Qian, Yu', 'Liu, Jun', 'Cheng, Zhonghua', 'Forrest, Jeffrey Yi-Lin']"
33072727,"['Gonjo, Tomohiro', 'Narita, Kenzo', 'McCabe, Carla', 'Fernandes, Ricardo J', 'Vilas-Boas, João Paulo', 'Takagi, Hideki', 'Sanders, Ross']"
29126766,"['Carvalho, Luis Felipe C S', 'Bonnier, Franck', 'Tellez, Cláudio', 'Dos Santos, Laurita', ""O'Callaghan, Kate"", ""O'Sullivan, Jeff"", 'Soares, Luis Eduardo S', 'Flint, Stephen', 'Martin, Airton A', 'Lyng, Fiona M', 'Byrne, Hugh J']"
26536613,"['Haenssle, Holger A', 'Mograby, Nerjes', 'Ngassa, Anni', 'Buhl, Timo', 'Emmert, Steffen', 'Schön, Michael P', 'Rosenberger, Albert', 'Bertsch, Hans Peter']"
27897014,"['Garmire, Lana X', 'Gliske, Stephen', 'Nguyen, Quynh C', 'Chen, Jonathan H', 'Nemati, Shamim', 'VAN Horn, John D', 'Moore, Jason H', 'Shreffler, Carol', 'Dunn, Michelle']"
34894978,"['Tapia-Conyer, Roberto', 'Valdez-Vázquez, Rafael Ricardo', 'Lomelín-Gascón, Julieta', 'Saucedo-Martínez, Rodrigo', 'Martinez-Juarez, Luis Alberto', 'Gallardo-Rincón, Héctor']"
33792554,"['Gruendner, Julian', 'Gulden, Christian', 'Kampf, Marvin', 'Mate, Sebastian', 'Prokosch, Hans-Ulrich', 'Zierk, Jakob']"
